stair.thisTrialN,stair.stepSize,stair.intensity,thisRow.t,notes,trial.started,fixation.started,grating.started,key_resp.started,fixation.stopped,grating.stopped,trial.stopped,stair.response,key_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,expStart,
75,0.5,20.0,74.33709380007349,,74.32346149999648,74.33709380007349,74.8367886999622,74.8367886999622,74.8367886999622,,75.17106220009737,1,0.32934080017730594,994786,001,2024-09-12_20h23.32.699,Adaptive_Staircase,2024.1.5,None,2024-09-12 20h23.37.502932 +0530,
76,0.5,20.0,75.18612330011092,,75.17119579995051,75.18612330011092,75.67028190009296,75.67028190009296,75.68670760001987,,75.7559211999178,0,0.0710010000038892,994786,001,2024-09-12_20h23.32.699,Adaptive_Staircase,2024.1.5,None,2024-09-12 20h23.37.502932 +0530,
77,0.5,20.0,75.77037280006334,,75.75605570012704,75.77037280006334,76.27008639997803,76.27008639997803,76.27008639997803,,76.70530860009603,1,0.429097400046885,994786,001,2024-09-12_20h23.32.699,Adaptive_Staircase,2024.1.5,None,2024-09-12 20h23.37.502932 +0530,
78,0.5,20.0,76.7199306001421,,76.70543490001,76.7199306001421,77.22048159991391,77.22048159991391,77.22048159991391,,77.45497349998914,0,0.21991440001875162,994786,001,2024-09-12_20h23.32.699,Adaptive_Staircase,2024.1.5,None,2024-09-12 20h23.37.502932 +0530,
79,0.5,20.0,77.46999010001309,,77.45510459993966,77.46999010001309,77.95326169999316,77.95326169999316,77.97002659994178,,78.12293640011922,1,0.16539440001361072,994786,001,2024-09-12_20h23.32.699,Adaptive_Staircase,2024.1.5,None,2024-09-12 20h23.37.502932 +0530,
80,0.5,20.0,78.13662649993785,,78.12306639994495,78.13662649993785,78.63673999998719,78.63673999998719,78.63673999998719,,78.77171969995834,1,0.12068920000456274,994786,001,2024-09-12_20h23.32.699,Adaptive_Staircase,2024.1.5,None,2024-09-12 20h23.37.502932 +0530,
81,0.5,20.0,78.7864463001024,,78.77184700011276,78.7864463001024,79.28672310011461,79.28672310011461,79.28672310011461,,79.43832890014164,1,0.13936379994265735,994786,001,2024-09-12_20h23.32.699,Adaptive_Staircase,2024.1.5,None,2024-09-12 20h23.37.502932 +0530,
82,0.5,19.5,79.45250879996456,,79.43851840007119,79.45250879996456,79.95300330012105,79.95300330012105,79.95300330012105,,80.00503240013495,0,0.042552600149065256,994786,001,2024-09-12_20h23.32.699,Adaptive_Staircase,2024.1.5,None,2024-09-12 20h23.37.502932 +0530,
83,0.5,20.0,80.01986130001023,,80.00516579998657,80.01986130001023,80.51953150006011,80.51953150006011,80.51953150006011,,80.70515669998713,0,0.1786654000170529,994786,001,2024-09-12_20h23.32.699,Adaptive_Staircase,2024.1.5,None,2024-09-12 20h23.37.502932 +0530,
84,0.5,20.0,80.71949089993723,,80.7052929000929,80.71949089993723,81.21998860011809,81.21998860011809,81.21998860011809,,81.38785000005737,0,0.15166869992390275,994786,001,2024-09-12_20h23.32.699,Adaptive_Staircase,2024.1.5,None,2024-09-12 20h23.37.502932 +0530,
85,0.5,20.0,81.40274489996955,,81.38798539992422,81.40274489996955,81.90302670001984,81.90302670001984,81.90302670001984,,82.00494459993206,1,0.08529570000246167,994786,001,2024-09-12_20h23.32.699,Adaptive_Staircase,2024.1.5,None,2024-09-12 20h23.37.502932 +0530,
86,0.5,20.0,82.0194274999667,,82.00507299997844,82.0194274999667,82.51871360000223,82.51871360000223,82.51871360000223,,82.68695660005324,1,0.15333690005354583,994786,001,2024-09-12_20h23.32.699,Adaptive_Staircase,2024.1.5,None,2024-09-12 20h23.37.502932 +0530,
87,0.5,20.0,82.70193400001153,,82.68705970002338,82.70193400001153,83.20242520002648,83.20242520002648,83.20242520002648,,83.40377749991603,0,0.1860943001229316,994786,001,2024-09-12_20h23.32.699,Adaptive_Staircase,2024.1.5,None,2024-09-12 20h23.37.502932 +0530,
88,0.5,20.0,83.41854250011966,,83.40391550003551,83.41854250011966,83.9030051000882,83.9030051000882,83.92009710008278,,83.92154200002551,1,0.01435240008868277,994786,001,2024-09-12_20h23.32.699,Adaptive_Staircase,2024.1.5,None,2024-09-12 20h23.37.502932 +0530,
89,0.5,20.0,83.93555400008336,,83.92164440010674,83.93555400008336,84.43529239995405,84.43529239995405,84.43529239995405,,84.52024649991654,1,0.07495429995469749,994786,001,2024-09-12_20h23.32.699,Adaptive_Staircase,2024.1.5,None,2024-09-12 20h23.37.502932 +0530,
90,0.5,20.0,84.53531700000167,,84.52031890000217,84.53531700000167,85.03568650013767,85.03568650013767,85.03568650013767,,85.15450250008143,1,None,994786,001,2024-09-12_20h23.32.699,Adaptive_Staircase,2024.1.5,None,2024-09-12 20h23.37.502932 +0530,
91,0.5,19.5,85.16907669999637,,85.1546410000883,85.16907669999637,85.67076519993134,85.67076519993134,85.67076519993134,,85.7888875999488,0,0.11591530009172857,994786,001,2024-09-12_20h23.32.699,Adaptive_Staircase,2024.1.5,None,2024-09-12 20h23.37.502932 +0530,
92,0.5,20.0,85.80220249993727,,85.78902089991607,85.80220249993727,86.30200139991939,86.30200139991939,86.30200139991939,,86.3551755999215,0,0.04686739994212985,994786,001,2024-09-12_20h23.32.699,Adaptive_Staircase,2024.1.5,None,2024-09-12 20h23.37.502932 +0530,
93,0.5,20.0,86.36886800010689,,86.3553086000029,86.36886800010689,86.8686699999962,86.8686699999962,86.8686699999962,,86.88781350012869,1,0.013965199934318662,994786,001,2024-09-12_20h23.32.699,Adaptive_Staircase,2024.1.5,None,2024-09-12 20h23.37.502932 +0530,
94,0.5,20.0,86.90319350012578,,86.88794200005941,86.90319350012578,87.40193690010346,87.40193690010346,87.41901589999907,,87.42095030006021,0,0.01195090007968247,994786,001,2024-09-12_20h23.32.699,Adaptive_Staircase,2024.1.5,None,2024-09-12 20h23.37.502932 +0530,
95,0.5,20.0,87.43529070005752,,87.42107990011573,87.43529070005752,87.93613029993139,87.93613029993139,87.93613029993139,,88.03736479999498,1,0.08631060016341507,994786,001,2024-09-12_20h23.32.699,Adaptive_Staircase,2024.1.5,None,2024-09-12 20h23.37.502932 +0530,
